# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
P23-PWY: reductive TCA cycle I|unclassified	548.1434567367	749.6341062920	535.7583159534	663.5950391496	648.2600523721	687.7380120546	538.9977259425	493.5051199044	379.6170686367	435.9185284183	796.0527213830	817.2137394370	772.6291261148	852.9772877021	927.9186040885	988.4783700631	774.9982354213	945.1556444907	749.2660556964	955.8914030071	523.2543406636	569.9592287106	790.2629815629	569.3118723156	859.8018272885	539.2511147372	861.7886396064	526.8461644580	680.1423867103	832.4613740009	837.0076859542	731.2941308303	723.3952752480	775.1679641936	771.2547700770	779.4039735927	708.9261405578	667.9750240382	723.4591138867	795.0121216782	979.1701978130	1184.2717899268	1414.8274514318	878.3382544739	1716.4470494409	981.9445218396	905.5602206303	856.3363002521	915.4842514697	918.7557055488	1233.3728211100	687.3863189839	732.7546472238	825.2736915841	706.6563979017	891.6357657307	730.7629685490	710.4685621052	831.1632532473	689.6374740550
P241-PWY: coenzyme B biosynthesis	0	2.9398998789	0	0	0	0	7.7991326586	0	0	0	0	0	0	0	1.5160779432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5559282459	0	0	0	3.1623975426	0	0	0	1.1078950004	2.8185575863	0	1.6314927468	0	0	0	3.1223845984	0	0	0	0	0	0	0	0	0	0	0	0	0
P241-PWY: coenzyme B biosynthesis|unclassified	0	2.9398998789	0	0	0	0	7.7991326586	0	0	0	0	0	0	0	1.5160779432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5559282459	0	0	0	3.1623975426	0	0	0	1.1078950004	2.8185575863	0	1.6314927468	0	0	0	3.1223845984	0	0	0	0	0	0	0	0	0	0	0	0	0
P261-PWY: coenzyme M biosynthesis I	38.7577554597	63.9709722557	39.1107634646	61.0153207877	57.2662094455	50.9290873681	38.7013490990	50.5756321427	35.0877965897	28.4772361542	28.1747786651	49.5178783760	21.3299347738	67.6619128150	84.0690385415	75.6687001997	87.0844586496	72.4634777254	80.0498152453	70.7023412977	50.9862416630	32.8090544959	46.4214455125	58.6887334290	88.6469614375	35.8753735234	71.5991854556	58.3703546814	51.0147650193	69.2373505474	66.8366729227	86.8301100110	83.6577158791	87.6751561013	96.8144611483	64.3414133613	60.4439500870	32.4537969529	65.9039390035	72.1838417570	108.6636523423	121.4828305503	124.1371287466	61.8433988920	148.4639276627	79.8875151807	75.6457292327	70.7825005386	80.0628849373	53.1168815918	92.8118623059	91.4773470894	61.8471039880	73.4883280938	82.1984751163	108.9422001156	69.8293434785	38.7807039732	40.9133294875	91.4020743384
P261-PWY: coenzyme M biosynthesis I|unclassified	38.7439671533	63.9709722557	39.1107634646	61.0073141547	57.2398727856	50.9116500865	38.7013490990	50.4649941023	35.0877965897	28.4772361542	28.1747786651	49.5122663119	21.3299347738	67.6619128150	84.0571951066	75.6687001997	87.0844586496	72.4634777254	80.0498152453	70.7023412977	50.9862416630	32.8090544959	45.0356649821	52.5371414324	88.6296511072	35.8753735234	71.5991854556	58.3703546814	51.0147650193	69.2373505474	66.8366729227	86.8301100110	83.6577158791	87.6506170453	96.8144611483	64.3414133613	60.4439500870	32.4537969529	65.8961429805	72.1838417570	108.6636523423	121.4828305503	124.1371287466	61.8433988920	148.4639276627	79.8875151807	75.6457292327	70.7716344292	80.0628849373	53.1168815918	92.8118623059	91.4773470894	61.8471039880	73.4796348632	82.1984751163	108.9422001156	69.8293434785	38.7807039732	40.9133294875	91.4020743384
P381-PWY: adenosylcobalamin biosynthesis II (aerobic)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1375132704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P381-PWY: adenosylcobalamin biosynthesis II (aerobic)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7056520578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	1181.2243797964	793.8007983981	712.0988440851	427.8774817250	874.5508677168	987.1910084864	714.8496520651	1598.4488568059	610.6125913196	991.7091070100	464.0749826172	563.0218218051	1042.6125422175	671.2562254134	634.3078974047	957.6341513444	822.1653219507	740.4269192099	482.7363368161	803.0404669773	1826.2934484715	994.0503930204	909.9236037594	1109.8120633785	1052.0209359540	1025.1835964494	773.8065795868	686.2551144777	838.1180555707	801.6273964010	504.8981150971	367.5914384550	417.8419972573	552.2178747644	350.1419116107	416.2139172788	530.1174317072	594.1604635268	346.0379446474	359.5878102102	456.8145087011	600.2882454749	736.5233305401	449.0810492483	784.2464990781	538.5699265692	315.9520275867	440.7380173575	508.1130128078	490.6528983430	727.2864583371	425.6561110422	517.9965958323	583.3626056344	440.9652263093	443.0902195860	468.6880683097	412.4178879268	500.1317892235	566.5220491910
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Enterobacter.s__Enterobacter_mori	0	0	0	0	0	0	0	16.5097680082	0	8.5744869056	0	0	0	0	0	0	0	0	0	0	3.7041504328	0	0	0	4.7677858806	0	0	0	0	5.3432659030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Ewingella.s__Ewingella_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9908578115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1038194937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Klebsiella.s__Klebsiella_variicola	39.4454092858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|g__Pantoea.s__Pantoea_sesami	0	0	20.5177372044	0	18.4460828880	9.0025694193	48.5316647306	112.9625225347	0	16.8134911052	0	0	134.7708963379	36.3559887083	0	23.6711774575	0	14.4208240491	0	17.6640691722	230.7100305972	43.5912130273	49.6932836827	45.7928469107	17.6526162465	70.4666976234	0	0	0	7.0076336130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I|unclassified	661.4161217554	630.9313067578	285.4923740355	414.3686708185	538.9914509365	697.9960091452	408.4473454789	580.9863144927	419.7224605266	651.1612084570	453.2628982706	545.3264822713	511.1390486315	530.7746757776	595.9297002861	702.5391332462	651.8941763146	607.0466224956	445.0921506103	665.4347402957	565.6115472581	661.4657933218	584.3031599867	626.3114451285	716.9020522316	593.9905380982	665.0507484162	602.0691569034	736.9499762166	610.3157459984	503.8575276352	367.1203820165	416.8324438409	550.6646714840	349.6325310561	415.6807432291	529.3158560740	592.4592772567	344.2556044766	359.1505379132	455.3949507945	598.7844427993	734.5566385624	448.2221980764	782.2737014211	537.0283482826	315.4881855220	439.7246411008	505.6816562725	489.5503304533	721.2787692215	424.1474932794	515.0506305356	581.1722652002	440.0246456246	442.2883973976	466.2962446628	411.2062353108	496.7478914605	564.7917622878
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	603.6298788647	507.3926123904	510.2167046643	616.5981946152	532.5273174323	625.0787824288	411.5486246349	671.8836662931	319.3249737657	377.6730007598	583.7716405841	681.0796839122	600.2698094471	639.3102686879	731.9103085669	713.0188627432	794.6959336454	774.2196615253	754.9541984931	851.5867959311	586.6170908184	481.9475658194	626.8748553056	619.1003398812	686.5734917977	513.2489821439	666.5867629304	522.5425840395	725.9987120433	716.5226258717	569.0070059937	494.8807836567	504.6234725618	568.9054261806	452.2166834018	499.4242789707	512.7330669280	487.4756420098	540.7219269726	499.7247563729	589.1584594403	743.5714854026	897.4181688819	576.2040104561	1054.8718236639	610.1112158763	562.4080744849	566.6851000929	590.6498339199	635.2461961452	755.5625595573	444.5108804954	533.0243452869	545.8529778023	479.5833901522	640.5411122334	520.9076486485	498.0993823504	523.1660330892	628.8665156929
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Arthrobacter.s__Arthrobacter_sp_FB24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4202316159	0	0	19.8597359418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Arthrobacter.s__Arthrobacter_sp_RC1_1_241	12.3394656268	0	0	10.7355712340	0	18.6259866629	13.0974217721	41.1453295416	8.5694351633	11.6746144735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Arthrobacter.s__Arthrobacter_sp_Soil761	14.0860333487	0	0	8.0269971330	0	2.2773461868	5.8801125253	15.0650917153	5.6852579122	4.5012412533	0	0	0	0	0	10.8126741987	0	0	16.1097206470	9.6754186176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Enterobacter.s__Enterobacter_bugandensis	4.4276181599	0	0	0	0	0.7214356570	0	0.8624426099	0	0.7111251955	0	0	0	0	0	0	0	0	0	0	1.2256407091	0	0	0.7110409062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Enterobacter.s__Enterobacter_cloacae	0	0	1.0047726702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Enterobacter.s__Enterobacter_mori	0	0	0	0	0	0	0	16.1880104082	0	3.0199304907	0	0	0	0	0	0	0	0	0	0	10.9343543004	0	0	0	5.2425784748	1.3518620518	0	0	0	1.4579842666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Herbaspirillum.s__Herbaspirillum_aquaticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8146123231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Herbaspirillum.s__Herbaspirillum_seropedicae	0	0	24.5877249343	0	0	17.1002852847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	0	0.7944389275	0	1.1842377949	0	0	0	0	0	0	0	0	0	0	0	0.7228044814	34.1349814127	0.9419521959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0	0	1.3006692222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5140747207	10.6568173834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Klebsiella.s__Klebsiella_variicola	22.8490854572	0	0	0	0	0	0	0	0	0.6719526945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6437398092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Lelliottia.s__Lelliottia_nimipressuralis	2.2990157339	0	0.8850536796	0	3.0900094265	0	1.4478764479	5.7375459614	0	0.8851026166	0	0	2.9043357049	0	0	0.8261333517	0	0.6729701538	0	0	4.8494480842	1.4954202754	1.8101103752	2.2546559029	0	0.7807925044	0	0	2.1698511397	1.2893521006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0044315365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Pantoea.s__Pantoea_sesami	1.9267803108	0	10.7984847853	0	14.0735044578	7.0670190991	27.9732826316	58.8685251169	0	12.3681781767	0	0	50.9844600382	21.5975525530	0	13.6244201512	0	10.9622595991	0	9.0093863200	128.5621191810	29.5789591772	19.6776494108	27.4502254409	9.0947952002	47.6535939670	0	6.3399325733	3.8440952546	2.6594982694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Pseudarthrobacter.s__Pseudarthrobacter_sp_AG30	0	0	0	0	0	21.5948960353	0	21.1904671392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Yokenella.s__Yokenella_regensburgei	0	0	0	0	0	0	0	1.1808118081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	508.3499702140	487.3640047151	435.0755465100	572.8351451085	504.4495848481	533.9633472288	367.7113619233	528.9957554878	296.4156153317	300.8797020530	575.0499770011	658.5192565140	563.6540367133	629.7808585677	719.0686699931	680.4517745226	726.3070473741	761.3065448600	719.0519131570	807.7988570606	410.4153965760	457.5593880579	615.8781256838	516.0009566280	636.9216412446	464.2389874850	649.9260204493	515.2325393951	663.6516881962	663.9109931820	567.0111728651	493.1423014758	504.6234725618	565.5925612621	452.2166834018	499.4242789707	512.7330669280	487.4756420098	540.7219269726	499.7247563729	589.1584594403	743.5714854026	897.4181688819	576.2040104561	1054.8718236639	610.1112158763	562.4080744849	566.6851000929	590.4840135325	635.2461961452	755.0770309767	444.5108804954	532.8497459451	545.8529778023	479.5833901522	640.5411122334	520.9076486485	498.0993823504	523.1660330892	628.8665156929
P42-PWY: incomplete reductive TCA cycle	656.1292847724	751.9483870285	684.8497951588	644.6774119861	674.4683780422	818.6859143614	603.7076825466	819.4627934966	450.8396626619	579.9463459522	831.4622879505	799.4579337836	878.8692774067	873.5014178010	920.2596411878	943.5364545790	817.4053989196	992.3710440904	791.7761071020	1021.3122287152	964.9785796469	671.5487888050	859.4089968604	688.3078706597	903.5824834465	756.6526283534	837.7811971958	559.0920334979	716.8611655744	883.0388489751	844.2304289267	901.1442525528	830.5671850553	861.9638605194	772.0740408066	910.4153840361	802.9153539083	733.2021265062	790.7749606903	780.1950965869	969.6534939072	1084.0593321718	1321.5925042252	817.3417922067	1591.3558450828	966.7722613703	842.4143163844	953.6688664384	859.1909857579	884.7284417644	1177.5395786726	643.0123682645	825.1164310720	876.0136547748	704.6187863253	934.8462912382	860.2783871406	688.9217468074	823.0233302720	812.6298327699
P42-PWY: incomplete reductive TCA cycle|unclassified	598.6601401257	738.4908657536	675.9164484457	637.6843864759	598.3390013814	803.9973240184	495.9639866916	519.6493428450	445.0106043506	458.0853517086	815.9643124442	790.9184153941	719.0825092188	811.8639552131	902.9560143702	935.1285794297	808.4432753300	947.6133996450	776.1477449847	967.5005613575	530.7123538839	558.1412479480	749.9086412188	541.3441562005	805.6092428929	573.7313442371	797.6235653206	508.6696910031	709.5844428508	838.5657587681	843.2063715238	899.7625887675	829.7388020677	859.9160459725	771.1917213921	909.3714437768	801.9264994629	732.1154544883	789.4785416691	779.1463739373	968.5025058346	1082.6802072818	1319.3071562789	816.7227237711	1589.0992541840	965.4455148996	841.1891185883	952.2713416573	857.1164670608	882.9050827213	1172.9174823009	641.5339619441	823.5066125843	873.1522299155	703.3488949568	933.4032983693	856.6156676222	687.6232533708	820.3720218287	810.0308862900
P441-PWY: superpathway of N-acetylneuraminate degradation	388.0477120465	103.0146354847	222.9420710537	118.3892576498	184.8159988903	264.0303158559	203.5435662262	454.6360180263	129.8952224778	313.8664859638	109.1783971102	127.2824690503	271.1537648627	157.7404310191	81.5122016785	210.3989145003	124.2116150263	183.0858427306	80.2235293745	116.7140668919	569.2535612059	315.8112080325	328.8154821223	336.5131257736	256.2536976189	291.1595831952	192.3092510106	189.2166035485	277.8462741111	139.3453863415	66.6631893093	38.3358076913	12.2943982274	72.9481899754	93.7358568890	94.7595918737	67.5162584663	39.8189359918	42.1519857701	65.7301475079	0	27.0787294385	53.8011824780	100.2269338237	93.1375845235	25.5500881034	82.5157476696	46.2827695750	56.8300096861	36.3510499201	40.6416945887	43.2761866714	50.1640196818	72.2575193894	53.6314412914	127.6001283481	81.7079801246	0	88.0534745206	43.9050958886
P441-PWY: superpathway of N-acetylneuraminate degradation|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0416959263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4894163752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation|g__Klebsiella.s__Klebsiella_variicola	39.5868496340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.7171358904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	152.4015004555	101.0352174677	66.7040000759	110.3683577806	63.2410364102	106.7346104491	103.9196651416	171.7224378835	75.6071994979	162.3530462196	108.6916419484	123.7500065847	63.9276871213	60.8772669935	51.2549900269	143.0773611029	117.8579513760	104.2031797725	53.3863600212	110.4143877146	146.9430415810	183.4610360880	107.5041481248	152.3638647061	90.4898296552	88.4241154126	190.1075597033	122.9321106663	159.3883882830	97.8412608330	66.6458591297	38.3237489830	12.2942151727	72.9204678472	93.7234776771	94.7554359754	67.5117294868	39.8168826947	42.1493086896	65.7246011555	0	27.0775779776	53.7982997248	100.2216602942	93.1278049051	25.5480765595	82.4999480646	46.2753935785	56.8213606753	36.3494279107	40.6277094322	43.2694722253	50.1555797232	72.2381509299	53.6272508361	127.5833688360	81.6540720173	0	88.0237776275	43.9011765265
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	340.1073072277	178.5894620054	194.8235802839	179.6333987649	185.9978220801	301.7566664989	241.8126197402	900.7412297055	163.3641343662	337.0067291897	209.5700519796	206.4946005848	549.4424155491	274.6500662763	218.2409995800	459.7303564866	263.2882331134	234.8965184560	265.3392772895	314.5252360617	748.0994164518	317.2284332743	337.6601345545	429.1667376859	313.7904401120	442.2225205903	205.6354517810	214.4576203124	272.6641325742	203.5420102860	76.0985539766	71.4047234771	74.9023960380	71.7792031892	61.0634042289	91.5334736542	55.0655716568	87.9798098215	71.4379292184	65.2453743211	122.7662556768	139.2798448675	145.4404695226	114.7021695267	239.4282294728	125.3245025673	115.7447993170	129.6074428389	118.5824192833	124.0216596891	100.0228524050	46.6068434645	83.3308630944	102.3880350130	109.4189141732	115.3058510127	96.7913505131	97.8352819663	86.5210834852	94.7616009413
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Enterobacter.s__Enterobacter_mori	0	0	5.9132252006	0	0	0	0	9.0991469611	0	4.6284632243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6953401842	2.3576078063	0	0	0	3.5750577024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Ewingella.s__Ewingella_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0838851392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	2.5636020965	0	0	0	1.8201122403	0	0	0	0	0	0	0	0	0	0	0	55.5141919715	5.2576492350	0	0	0	0	4.9527848687	0	0	5.1162566808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9173255537	0	0	0	0	0	7.9424171676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Klebsiella.s__Klebsiella_pneumoniae	14.9846583630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7402653905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Klebsiella.s__Klebsiella_variicola	57.2776803489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1265770548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	0	0	0	0	0	8.9220380703	0	0	0	0	0	0	0	0	0	0	4.4360570503	3.0717446146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|g__Pantoea.s__Pantoea_sesami	0	0	27.6079296775	0	26.1241341852	19.9295457864	58.6982772536	149.5608766122	22.1937235974	9.8989016154	0	0	140.3861341954	41.8652814053	0	33.8373846825	0	30.5948568216	0	29.6182329743	358.0494545809	63.8612211133	70.1420685767	43.9205990837	14.1033743240	100.7822360051	0	0	0	10.3233967513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	134.0160811535	163.9253296142	91.7189065103	137.9594295634	117.6715257659	161.7680164769	102.8949017915	184.2767018681	97.5030283753	171.4364778099	199.4010402849	193.1798846774	190.1782360209	128.7674551529	211.4468034460	277.7186576230	184.9009544369	156.2163464912	237.9229812493	196.7165617652	148.4421319951	128.7936740239	175.7775194118	167.4055925226	182.0526289273	176.5207521853	176.2958303734	140.2881406619	219.8833217140	150.8846443208	76.0850150619	71.3889530217	74.8933034902	71.7614757674	61.0557016769	91.5231091521	55.0601872025	87.9661682457	71.4228348099	65.2355053714	122.7467596196	139.2536018458	145.4123860625	114.6835346944	239.3415688277	125.2961948380	115.6939237391	129.5387279295	118.5120963443	123.9811530642	99.9913310677	46.5949931015	83.2992001707	102.3528235903	109.3810046835	115.2743269174	96.7444234631	97.7978078760	86.4875770114	94.7341757061
P562-PWY: myo-inositol degradation I	80.0538805017	39.2934427393	69.8421854455	20.2230443212	52.5668821582	92.2357017752	85.0086173082	220.5211202380	11.8864791107	79.6928836632	38.7768903641	35.9738601335	137.3179314699	64.2273891199	31.3263079264	61.6885888825	48.0760658625	13.9602769559	45.2236448947	61.5881602546	368.7130510597	69.0973946057	123.6828676294	89.7100066688	73.9988499192	130.0575748191	55.4328355562	54.8138289831	58.3055948361	55.1513843227	17.3988799724	7.6971489596	15.7015292753	32.9752589280	17.0011179893	24.8375406877	29.9226580209	9.9758926630	14.8359286261	12.1863776352	10.6706039467	23.3054289067	40.2407252083	32.5011369951	10.1426438644	26.1355869080	28.7105304483	12.0898042899	17.8854568777	20.0447320070	48.6673525711	4.9275875869	6.0491974287	15.1676603341	0	30.1206051292	23.8071394531	29.6808637943	0	30.8383126084
