# Pathway	R1-1	R1-2	R1-3	R1-4	R1-5	R2-1	R2-2	R2-3	R2-4	R2-5	R3-1	R3-2	R3-3	R3-4	R3-5	R4-1	R4-2	R4-3	R4-4	R4-5	R5-1	R5-2	R5-3	R5-4	R5-5	R6-1	R6-2	R6-3	R6-4	R6-5	S1-1	S1-2	S1-3	S1-4	S1-5	S2-1	S2-2	S2-3	S2-4	S2-5	S3-1	S3-2	S3-3	S3-4	S3-5	S4-1	S4-2	S4-3	S4-4	S4-5	S5-1	S5-2	S5-3	S5-4	S5-5	S6-1	S6-2	S6-3	S6-4	S6-5
ko00270|g__Burkholderia.s__Burkholderia_cepacia	2.3320571000	0.8008062350	0	0	1.6938083150	2.4895198986	1.4494766172	5.2587718920	1.4294307713	10.9538597027	1.3044950515	0.5212104424	2.6962413212	0.2441310774	0.3556658817	0.3237429575	0.2779390044	0.1166622918	0	0.3815103005	6.2714283709	1.2128860003	0.5860623731	0.8389924463	0	3.0145139179	0.2803941780	1.4338459765	1.2247248491	0.3078146257	0	0	0.3340116363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7922566810	0	0	0	0	0
ko00270|g__Burkholderia.s__Burkholderia_gladioli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6158767197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Burkholderia.s__Burkholderia_glumae	0	0	0	0	0	0.3074928167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Burkholderia.s__Burkholderia_lata	0	0	0	0	0	0	1.0491220798	4.1608104918	0	0	0.1920355555	0.5728516677	0.3989994047	0.1805207842	0.2272824137	0	0	0	0	0.2844107171	0	0	0.6222843801	0	0	1.3469624344	0	0	0	0.1079557689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Burkholderia.s__Burkholderia_plantarii	0	0	0	0	0	0.3888561595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Burkholderia.s__Burkholderia_reimsis	0	0	0	0	0	0	0.6141459359	2.4477327131	0	0	0.5709237184	0.5259506979	0.5728719467	0.1060524535	0.1973645124	0	0	0.0583311459	0	0	0	0	0.2324946533	0	0	1.2820116806	0	0	0	0.2587844892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Burkholderia.s__Burkholderia_sp_WP9	0	0	0	0	0	0	0	0	0	1.1271264334	0	0	0	0	0	0	0	0	0	0	0.8357197961	0	0	0.5734944126	0	1.3764795045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Caballeronia.s__Caballeronia_grimmiae	0.0238044229	0	0	0	0	0.0476088457	0	0.0952176914	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1904728112	0	0.1666122752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Caballeronia.s__Caballeronia_turbans	0.3014543943	0.1458278648	0.0291655730	0.0874967189	0.1864849423	0.1166622918	0.0583311459	0.1852484295	0.0874967189	0.0990284902	0	0	0	0.0874406312	0.0583311459	0	0.1458278648	0.1458278648	0.2041871086	0.0874967189	0.2806325195	0.0291655730	0.1281257526	0.6064714198	0	0.0291655730	0.0583311459	0.2854731657	0.1166622918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Chryseobacterium.s__Chryseobacterium_culicis	0	0	0	0	0	0	4.5243030016	0	0	1.9767451017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Chryseobacterium.s__Chryseobacterium_formosense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3661049473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Chryseobacterium.s__Chryseobacterium_sp_StRB126	0.6730873586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3756650871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Chryseobacterium.s__Chryseobacterium_zeae	0.1701397475	0	0	0	0	0	0.0260111848	0.9163801545	0	0.1040447392	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5903257711	0	0.0260111848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Delftia.s__Delftia_acidovorans	0.2346798087	0	0	0.1173399044	0.1173115340	0.1769489609	0.1173683297	0.2346514384	0.4776137125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1173399044	0	0	0.0880049283	0.0293349761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Delftia.s__Delftia_lacustris	0	0	0	0	0	0.1871737081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Delftia.s__Delftia_tsuruhatensis	0.0293918820	0	0	0.0880049283	0	0.2589842736	0.1173399044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2452353894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Ensifer.s__Ensifer_adhaerens	0	0	0	0.0242036983	0.0278009452	0	0	0.0817047046	0	0	0	0	0	0	0	0.0242036983	0	0	0	0	0.0529542015	0.1577212581	0	0.0278009452	0	0.0556018905	0	0	0	0.0242036983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Enterobacter.s__Enterobacter_bugandensis	1.8716469772	0	1.1640951820	0.0605634911	0.5673952663	0.7655927579	0.5173687820	2.3695711482	0.1861606039	1.1484706638	0.0655026776	0.0286824707	0.2503911494	0.2584129679	0.0987605847	0.5087232998	0.0903668896	0.1267474102	0.0600660024	0.0085722858	0.6730974311	0.0625104464	0.0301222965	0.5449692967	0	0.4025929529	0.0085722858	0.3327546978	1.0236663266	0.1033398434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Enterobacter.s__Enterobacter_cancerogenus	0	0	0	0	0	0	0	0.2475889711	0	0	0	0	0	0	0	2.0356938617	0.6161520438	0	0	0.0299437058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Enterobacter.s__Enterobacter_cloacae	0.3953304478	0	0.0996421308	0	0.0372185356	0.3287384646	0.0959624250	0.5541540807	0	0.3089642400	0	0	0.0256081946	0	0.0143412354	0.0592038995	0	0.1823359212	0.0085360649	0.0143412354	0.2694568929	0	0.0085360649	0.1425898712	0.0286824707	0.0484854949	0.0085360649	0	1.3448754115	0.0828923641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Enterobacter.s__Enterobacter_ludwigii	2.3472947544	0	1.5841115889	0	0	1.0181959278	0	2.8926747111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Enterobacter.s__Enterobacter_mori	0	0.7415451073	3.2853562945	0	0	0	0	10.9281967796	0.3818899401	4.9982505489	0	0	0	0	0	0	0	0	2.2539586975	0	7.2574230059	0	0	0	3.9344300915	1.2026946762	0	0	0	3.2216965610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Escherichia.s__Escherichia_coli	0.1739570832	0	0.0698226505	0	0	0	0	0.1072275055	0.1047339757	0.0658761528	0	0	0	0.0698226505	0	0	0	0	0	0	0.1745566262	0.0697824763	0.1396453009	0	0.0687923503	0.0349113252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Ewingella.s__Ewingella_americana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1416389340	0	0	0	0	0.1208495725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Flavobacterium.s__Flavobacterium_johnsoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2882571254	0
ko00270|g__Gemmatirosa.s__Gemmatirosa_kalamazoonesis	0.4764769785	0.8308307270	0	1.5310100534	0.4992233833	0.3622927351	0	0	0	0	0.4649613584	0.8611227594	0.5001421492	0.7888027873	0.8132700507	0.5899950911	1.4933087798	1.1047925081	0.5910229769	0.7713459567	0.3399405644	0.6291387991	0.6585442923	0.6639145089	0.8935219680	0.6234561484	1.3541299184	0.5721775313	1.1953208953	0.6133578221	2.2922512487	0	0.7253640691	0	1.9087966889	0	1.7522447427	2.2662198789	1.1171632435	2.5321394627	1.3857847227	2.3864287119	3.0957238535	1.1907899457	1.0880885476	2.4380992372	2.8768211113	1.8001992792	2.3248629557	1.8901401585	1.3812458726	1.6851942104	2.9265997816	2.7595155278	1.7709377925	1.7582239963	2.0327105534	0.6815248273	2.1846445180	2.7303164586
ko00270|g__Herbaspirillum.s__Herbaspirillum_aquaticum	1.1509569108	0	0	0	0	1.3815508883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0659334215	0	0.2140476409	3.6339823511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Herbaspirillum.s__Herbaspirillum_frisingense	0.3294721820	0	0.5669321892	0	0	0	1.1898647375	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6834623987	1.2694117033	0	0.1383286555	0	0.8160806351	0	0	0.2089570308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Herbaspirillum.s__Herbaspirillum_hiltneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8923393243	0	0	0.3830296499	0	0	0	0.2960078499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Herbaspirillum.s__Herbaspirillum_seropedicae	0.3216976401	4.8138141824	9.1176195431	0	0.2089864159	5.5073367343	2.6624168836	2.1799549479	4.7518671931	1.6424731471	0	0	0	0	0	0	0	0	0	0	0.8282901407	0.4275759957	0	0.7587488425	0	0.3606282462	0	0.2936887318	0.0597104045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Hymenobacter.s__Hymenobacter_sedentarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7510698490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1814552713	0	0	0	0	0	0	0
ko00270|g__Klebsiella.s__Klebsiella_aerogenes	0.2154955731	0	0.2290084106	0	0	0	0.0288325693	0.3335822648	0	0.0698226505	0	0	0	0	0	0	0.0669425035	0	0	0	0.0933901275	0	0	0.1476405830	0.3713519532	0	0	0.0324791322	0.0301222965	0.1046938016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Klebsiella.s__Klebsiella_grimontii	0	0	0	0	0.9788303727	0.7865115545	0.9663114184	1.1080840674	0.4703936116	0	0	0	0	0	0	0	0	0.6464859932	0	1.4696017377	14.9707632220	1.3562773112	0	0	0	0.0684517626	4.6772894399	0.8586128882	1.5266478937	1.5283417640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Klebsiella.s__Klebsiella_michiganensis	0	0	0.1120346941	0	0.7295608323	1.4380259858	0.2470510302	0	0	0.5656643078	0	0	0	0	0	0	0	0	0	1.3701321541	5.2318955557	0.3519429778	0.2873958464	0	0	1.1860064001	0.5120503001	0.2898899444	0.3813354214	0.2679140373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Klebsiella.s__Klebsiella_oxytoca	0.0576651385	0	0	0	0.0923872875	0.3044800751	0	0.0639929282	0	0.2383699009	0	0	0	0	0	0	0	0	0	0	1.0002889539	0.1272986127	0.0143412354	0	0.0550964187	0.1144207967	0	0	0.0085722858	0.1885208874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Klebsiella.s__Klebsiella_pneumoniae	1.7649850539	0	0	0	0.3827199702	0.6438472812	0	0.3912958623	0	0.1340867733	0	0	0.1045738542	0.0299437058	0	0	0	0	0.0560129950	0	0	0	0	0.0975833143	1.2647543548	0	0.1759836813	0	0	0.0964654334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Klebsiella.s__Klebsiella_variicola	21.8393592541	0	0	0	0	0	0	0	0	2.6416721561	0	0	0	0	0	0	0	0	0	0	0	1.4418404457	0	0	14.3224799582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Kutzneria.s__Kutzneria_sp_744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6352370174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Leclercia.s__Leclercia_adecarboxylata	0.1276476369	0	0	0	0	0	0	0.0739980774	0	0.0869957752	0	0	0	0	0	0.1262852987	0	0	0	0	0.1447365441	0.3150352308	0	0.8673497730	0.0452284034	0	0	0	0	0.6721488287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Lelliottia.s__Lelliottia_amnigena	0.2671432434	0	0	0	0	0.3207423202	0.0769112444	0	0	0.1403730880	0	0	0	0.0769112444	0	0.1367093365	0	0	0	0	0.2494066600	0	0.0769112444	0.1573429412	0	0	0	0	0.2497535570	0.0769112444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Lelliottia.s__Lelliottia_nimipressuralis	1.8013218326	0	1.0254715650	0.1789388771	1.1286816665	1.2613678959	0.6287387482	3.1983576695	0.0751490875	0.4249799154	0.0301222965	0	1.2652555767	0.3630221725	0.0767577127	0.3304472549	0.0602445930	0.3290001206	0.0859567008	0.3638210542	3.2127639799	0.4535820903	0.4664066114	1.1231044877	0.4163550751	0	0	0.2557994458	1.0979802948	0.2688132099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Luteibacter.s__Luteibacter_rhizovicinus	0	0	0	0	0	0	0	0	0	0	0	0	1.1086553221	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8353350380	4.0563414236	4.4488115981	0	0	0	0	0	0	0	0	0.4523897082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Luteibacter.s__Luteibacter_sp_UNCMF331Sha3_1	0.8323255840	0.9299945885	0.7422536785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2185078247	1.7538054353	0.4098249291	1.0385770298	0	0	0.4777398139	0	0	0	0	0	0	0.1886569980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Lysobacter.s__Lysobacter_capsici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3528054244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Mesorhizobium.s__Mesorhizobium_huakuii	1.1204274859	0.8304902503	0.9471643762	0.8136161472	0	0.9246191319	0	1.9040866382	0	0.8314796281	0.7509424555	0	0	0.7398759309	1.1731633550	0	1.3087736468	0	0.2352138599	0.7243544229	1.2092633020	1.5494760903	1.0392924890	1.4782318428	0.9995137802	0.9484798324	1.0288043813	1.6791923924	1.2149183570	1.1899263476	0	0	0	0	0	0	0.3068725512	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2615486019	0	0	0	0	0	0.5143130235	0	0	0.2232900254
ko00270|g__Mesorhizobium.s__Mesorhizobium_japonicum	1.6966444112	1.3136728482	0.9802690731	1.7852059748	1.7459897762	2.4728053101	0.7518652819	2.4494369284	1.0032800203	0.5360102837	1.8832144727	2.8322511308	2.0588833421	2.1167780550	2.0473520724	2.2176898346	1.6430030686	1.2428102820	0.5003479297	1.3005426544	1.6200680102	1.1981714575	2.1909203196	2.9921494136	1.0931841162	1.9352731438	1.2945412211	1.5169061931	1.3614009517	1.6810627338	0	0	0	0	0.6350325396	0.2451942539	0.1616697088	0	0.2420176667	0	0	0	0.2632662722	0	0.5575235457	0	0	0	0	0	0.2131412052	0.7334502424	0	0	0	0.1067948205	1.0856579138	0	0.5036787251	0.1913301167
ko00270|g__Mesorhizobium.s__Mesorhizobium_loti	0.7761732265	1.1296974236	0.6143391447	0.5627994426	0.5649039985	1.4169259739	0.3965414373	1.3480060779	0.3398159462	0.5233081906	0.2413283143	1.4003861305	1.1323660508	0.8566008743	1.1417278755	1.0534484467	0.8599966386	0.8759301172	0.2578702630	0.8378624394	0.9685646073	1.7056300440	1.5433832322	1.8989046270	0.9022128798	2.0422703288	1.0903787917	1.7347136769	1.2654228301	1.5063483095	0	0	0	0	0.2421532540	0.1210184916	0.1201664000	0	0.0968147933	0	0	0	0.1694258883	0	0.1506982471	0	0	0	0	0	0.1694065717	0.3730355020	0	0	0	0.0266987051	0.2923496337	0	0.1981404656	0.1134177228
ko00270|g__Metakosakonia.s__Kluyvera_intestini	0	0	0	0	0.1526007306	0	0	0	0	3.0221001671	0	0	0	0	0	0	0	0	0	0	1.5225742967	1.9525514624	0	1.2964031210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Microbacterium.s__Microbacterium_azadirachtae	0	0	0	0	0	0	0	1.1123412266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Microbacterium.s__Microbacterium_hominis	0	0	0	0	0	0	0	0.1136647798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Microbacterium.s__Microbacterium_laevaniformans	0	0	0	0	0	0	0	0.1591136506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Microbacterium.s__Microbacterium_sp_MYb72	0	0	0	0	0	0	0	0.0383582662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Microcoleus.s__Microcoleus_vaginatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0751936236	0	0	0	0	0	0	0	0	0.2099517111	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Mucilaginibacter.s__Mucilaginibacter_gossypii	0	0	0	0	0	0	0	0.1925124640	0	0.2399143619	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1099928505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Mucilaginibacter.s__Mucilaginibacter_rubeus	0	0	0	0	0	0	0	0.0824946378	0	0.3673401271	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2474839135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Mucilaginibacter.s__Mucilaginibacter_sp_OV119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274982126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Mycobacterium.s__Mycobacterium_sp_AT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1327140013	0
ko00270|g__Mycobacterium.s__Mycobacterium_sp_Root265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3096660031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Niastella.s__Niastella_koreensis	0.5253750928	0.6442767124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3513881431	0.5016232672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Niastella.s__Niastella_vici	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4696999920	0	0	0	0	0	0	0	0	0.2149124800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Nitrobacter.s__Nitrobacter_hamburgensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9938533334	0	0	0	0	0	1.9293244557	0	0	0
ko00270|g__Nitrosospira.s__Nitrosospira_multiformis	0	0	0	0	0	3.2869510573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2080074671	0	0	0.1686625063	0	0	0.4183070889	0.2306605542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1538224888	0	0	0	0	0	0	0	0	0
ko00270|g__Novosphingobium.s__Novosphingobium_barchaimii	0.3904370005	0	0	0	0	0	0	0.0674900452	0	0.0674900452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Novosphingobium.s__Novosphingobium_resinovorum	0.5147454417	0	0	0	0	0	0	0.3374878460	0	0.4389110131	0	0	0	0	0	0	0	0.2362528618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5005746941	0	0	0	0	0	0	0	0	0.4348255917	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Paenarthrobacter.s__Paenarthrobacter_nicotinovorans	0.3939810194	0	0	0.2276044320	0	0	0	2.8592760702	0	0	0	0	0	0	0	0	0.3413061453	0	0	0	0	0.3687151152	0.0385044858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Pandoraea.s__Pandoraea_sp_SD6_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3551494940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Pantoea.s__Pantoea_agglomerans	0.1108647450	0	0	0	0.0604247862	0	0	0.3556602183	0	0	0	1.1600855016	0	0.0369549150	0	3.5504613430	4.2025710283	0	0.0369549150	0.6325864923	0.1410771381	0	0.0739098300	0.1343346163	0	0	0	0	0.4584660521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Pantoea.s__Pantoea_allii	0	0	0	0	0	0	0	0.4096021586	0	0	0	0	0.0302123931	0.1108647450	0	3.5978102152	3.6766802016	0	0.0739098300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Pantoea.s__Pantoea_ananatis	0	0	0	0	0	0	0	1.0440780045	0	0	0	0	0.1410771381	0.0650279620	0.0302123931	3.1802545348	2.8364815644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00270|g__Pantoea.s__Pantoea_deleyi	0	0	0	0	0	0	0	8.7854289601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367755222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
